feature,shap_importance
Store,6.172112370330013
CPI,2.5482255746065174
Unemployment,1.6018372790281221
Temperature,0.8473963963542822
Date,0.8245570897590487
Fuel_Price,0.5290667074259159
Holiday_Flag,0.17363602321342142
